status,returncode,link,method,scenario_mode,base_config_name,generated_config_name,decision_tag,is_base_configuration,seed,train_seeds,highlighted_configuration,run_started_at_local,run_completed_at_local,duration_seconds,initial_total_latency,final_total_latency,delta_final_total_latency_vs_base,total_latency_reduction_percent,delta_total_latency_reduction_percent_vs_base,initial_asynchronality_sum,final_asynchronality_sum,delta_final_asynchronality_sum_vs_base,asynchronality_reduction_percent,delta_asynchronality_reduction_percent_vs_base,initial_avg_snr_db,final_avg_snr_db,delta_final_avg_snr_db_vs_base,initial_avg_sinr_db,final_avg_sinr_db,delta_final_avg_sinr_db_vs_base,total_served_bits,delta_total_served_bits_vs_base,total_skipped_blocks,delta_total_skipped_blocks_vs_base,total_target_bits,total_unserved_bits,training_solve_status,epochs_completed,last_epoch_feasible_rollout_queries,last_epoch_total_rollout_queries,last_epoch_feasible_rollout_fraction,result_json_path,log_path,effective_decisions_json,decision__simulation__constraint_loss_form,decision__simulation__convergence_block_objective_mode,decision__simulation__convergence_precoder_update_mode,decision__simulation__uplink_rate_model
completed,0,downlink,convergence,payload_completion,downlink_payload_completion.yaml,dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-bitsw.yaml,upd-dir__loss-aug__obj-bitsw,False,3,,constraint_loss_form=augmented_lagrangian; convergence_block_objective_mode=remaining_bits_weighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-05T00:13:14+03:00,2026-07-05T00:29:42+03:00,1053.5526840999955,0.305,0.037066666666666664,-0.0014666666666666647,87.84699453551914,0.4808743169399037,0.1316,0.01133333333333333,-0.0010666666666666672,91.38804457953394,0.8105369807497453,8.0,13.637861283802971,0.2509000250145821,-2.8372989989781154,6.586330521080994,1.1735273274144706,6000,0.0,0,0.0,0,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_bitsw_dir__dl_payload_completion_sweep_20260704_210305_conv_upd_dir_loss_aug_obj_bitsw__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-bitsw.log,"{""simulation.constraint_loss_form"": ""augmented_lagrangian"", ""simulation.convergence_block_objective_mode"": ""remaining_bits_weighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",augmented_lagrangian,remaining_bits_weighted_sum_rate,direct_precoder,
completed,0,downlink,convergence,payload_completion,downlink_payload_completion.yaml,dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-blend.yaml,upd-dir__loss-aug__obj-blend,False,3,,constraint_loss_form=augmented_lagrangian; convergence_block_objective_mode=blended_network_rate; convergence_precoder_update_mode=direct_precoder,2026-07-05T00:15:53+03:00,2026-07-05T00:31:23+03:00,1009.272577900003,0.305,0.0378,-0.0007333333333333289,87.60655737704917,0.24043715846993052,0.1316,0.013333333333333332,0.0009333333333333346,89.86828774062816,-0.7092198581560325,8.0,13.417028116890227,0.03006685810183818,-2.8372989989781154,6.249960507607093,0.8371573139405699,6000,0.0,0,0.0,0,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_blend_dir__dl_payload_completion_sweep_20260704_210305_conv_upd_dir_loss_aug_obj_blend__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-blend.log,"{""simulation.constraint_loss_form"": ""augmented_lagrangian"", ""simulation.convergence_block_objective_mode"": ""blended_network_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",augmented_lagrangian,blended_network_rate,direct_precoder,
completed,0,downlink,convergence,fixed_block_targets,downlink_fixed_block_targets.yaml,dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-blend.yaml,upd-dir__loss-plain__obj-blend,False,3,,constraint_loss_form=plain_lagrangian; convergence_block_objective_mode=blended_network_rate; convergence_precoder_update_mode=direct_precoder,2026-07-04T21:13:39+03:00,2026-07-04T23:12:58+03:00,7208.006396600002,0.06333333333333334,0.03826666666666667,-0.00019999999999999185,39.578947368421055,0.3157894736841982,0.020000000000000004,0.020933333333333335,-0.0010666666666666672,-4.666666666666655,5.333333333333334,8.0,13.698307649871609,0.0390842858723488,-3.990511281333063,6.297389804203814,0.29040227524876183,6000,0.0,0,0.0,6000,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_blend_dir__dl_fixed_block_targets_sweep_20260704_210305_conv_upd_dir_loss_plain_obj_blend__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-blend.log,"{""simulation.constraint_loss_form"": ""plain_lagrangian"", ""simulation.convergence_block_objective_mode"": ""blended_network_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",plain_lagrangian,blended_network_rate,direct_precoder,
completed,0,downlink,convergence,fixed_block_targets,downlink_fixed_block_targets.yaml,dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-bitsw.yaml,upd-dir__loss-plain__obj-bitsw,False,3,,constraint_loss_form=plain_lagrangian; convergence_block_objective_mode=remaining_bits_weighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-04T21:13:36+03:00,2026-07-04T23:02:52+03:00,6606.990077399998,0.06333333333333334,0.03846666666666666,0.0,39.26315789473686,0.0,0.020000000000000004,0.022000000000000002,0.0,-9.99999999999999,0.0,8.0,13.65922336399926,0.0,-3.990511281333063,6.006987528955052,0.0,6000,0.0,0,0.0,6000,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_bitsw_dir__dl_fixed_block_targets_sweep_20260704_210305_conv_upd_dir_loss_plain_obj_bitsw__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-bitsw.log,"{""simulation.constraint_loss_form"": ""plain_lagrangian"", ""simulation.convergence_block_objective_mode"": ""remaining_bits_weighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",plain_lagrangian,remaining_bits_weighted_sum_rate,direct_precoder,
completed,0,downlink,convergence,fixed_block_targets,downlink_fixed_block_targets.yaml,dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-sum.yaml,upd-dir__loss-plain__obj-sum,True,3,,constraint_loss_form=plain_lagrangian; convergence_block_objective_mode=unweighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-04T21:13:23+03:00,2026-07-04T23:02:33+03:00,6604.619935099996,0.06333333333333334,0.03846666666666666,0.0,39.26315789473686,0.0,0.020000000000000004,0.022000000000000002,0.0,-9.99999999999999,0.0,8.0,13.65922336399926,0.0,-3.990511281333063,6.006987528955052,0.0,6000,0.0,0,0.0,6000,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_sum_dir__dl_fixed_block_targets_sweep_20260704_210305_conv_upd_dir_loss_plain_obj_sum__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-sum.log,"{""simulation.constraint_loss_form"": ""plain_lagrangian"", ""simulation.convergence_block_objective_mode"": ""unweighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",plain_lagrangian,unweighted_sum_rate,direct_precoder,
completed,0,downlink,convergence,payload_completion,downlink_payload_completion.yaml,dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-sum.yaml,upd-dir__loss-aug__obj-sum,True,3,,constraint_loss_form=augmented_lagrangian; convergence_block_objective_mode=unweighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-05T00:10:55+03:00,2026-07-05T00:25:02+03:00,901.8773800999916,0.305,0.03853333333333333,0.0,87.36612021857924,0.0,0.1316,0.012399999999999998,0.0,90.5775075987842,0.0,8.0,13.38696125878839,0.0,-2.8372989989781154,5.412803193666523,0.0,6000,0.0,0,0.0,0,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_sum_dir__dl_payload_completion_sweep_20260704_210305_conv_upd_dir_loss_aug_obj_sum__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-sum.log,"{""simulation.constraint_loss_form"": ""augmented_lagrangian"", ""simulation.convergence_block_objective_mode"": ""unweighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",augmented_lagrangian,unweighted_sum_rate,direct_precoder,
completed,0,downlink,convergence,payload_completion,downlink_payload_completion.yaml,dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-bitsw.yaml,upd-dir__loss-plain__obj-bitsw,False,3,,constraint_loss_form=plain_lagrangian; convergence_block_objective_mode=remaining_bits_weighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-05T00:04:59+03:00,2026-07-05T00:15:03+03:00,648.7514226000058,0.305,0.03866666666666667,0.00013333333333333947,87.3224043715847,-0.04371584699454445,0.1316,0.012266666666666662,-0.000133333333333336,90.67882472137792,0.10131712259372705,8.0,13.564040379153441,0.17707912036505213,-2.8372989989781154,4.881750912158804,-0.5310522815077192,6000,0.0,0,0.0,0,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_bitsw_dir__dl_payload_completion_sweep_20260704_210305_conv_upd_dir_loss_plain_obj_bitsw__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_payload_completion__sweep_20260704_210305__conv__upd-dir__loss-plain__obj-bitsw.log,"{""simulation.constraint_loss_form"": ""plain_lagrangian"", ""simulation.convergence_block_objective_mode"": ""remaining_bits_weighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",plain_lagrangian,remaining_bits_weighted_sum_rate,direct_precoder,
completed,0,downlink,convergence,fixed_block_targets,downlink_fixed_block_targets.yaml,dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-blend.yaml,upd-dir__loss-aug__obj-blend,False,3,,constraint_loss_form=augmented_lagrangian; convergence_block_objective_mode=blended_network_rate; convergence_precoder_update_mode=direct_precoder,2026-07-04T21:14:00+03:00,2026-07-04T23:15:18+03:00,7330.329959299997,0.06333333333333334,0.039066666666666666,0.0006000000000000033,38.31578947368421,-0.9473684210526443,0.020000000000000004,0.0216,-0.00040000000000000105,-7.999999999999985,2.0000000000000044,8.0,13.815728994481,0.1565056304817407,-3.990511281333063,6.345435021743282,0.33844749278823016,6000,0.0,0,0.0,6000,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_blend_dir__dl_fixed_block_targets_sweep_20260704_210305_conv_upd_dir_loss_aug_obj_blend__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-blend.log,"{""simulation.constraint_loss_form"": ""augmented_lagrangian"", ""simulation.convergence_block_objective_mode"": ""blended_network_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",augmented_lagrangian,blended_network_rate,direct_precoder,
completed,0,downlink,convergence,fixed_block_targets,downlink_fixed_block_targets.yaml,dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-bitsw.yaml,upd-dir__loss-aug__obj-bitsw,False,3,,constraint_loss_form=augmented_lagrangian; convergence_block_objective_mode=remaining_bits_weighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-04T21:13:51+03:00,2026-07-04T23:01:01+03:00,6472.857862100005,0.06333333333333334,0.03966666666666667,0.0012000000000000066,37.368421052631575,-1.8947368421052815,0.020000000000000004,0.022266666666666664,0.0002666666666666616,-11.333333333333297,-1.3333333333333073,8.0,13.826284306321925,0.16706094232266544,-3.990511281333063,6.092778943538617,0.0857914145835652,6000,0.0,0,0.0,6000,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_bitsw_dir__dl_fixed_block_targets_sweep_20260704_210305_conv_upd_dir_loss_aug_obj_bitsw__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-bitsw.log,"{""simulation.constraint_loss_form"": ""augmented_lagrangian"", ""simulation.convergence_block_objective_mode"": ""remaining_bits_weighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",augmented_lagrangian,remaining_bits_weighted_sum_rate,direct_precoder,
completed,0,downlink,convergence,fixed_block_targets,downlink_fixed_block_targets.yaml,dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-sum.yaml,upd-dir__loss-aug__obj-sum,False,3,,constraint_loss_form=augmented_lagrangian; convergence_block_objective_mode=unweighted_sum_rate; convergence_precoder_update_mode=direct_precoder,2026-07-04T21:13:41+03:00,2026-07-04T23:00:42+03:00,6465.154573699998,0.06333333333333334,0.03966666666666667,0.0012000000000000066,37.368421052631575,-1.8947368421052815,0.020000000000000004,0.022266666666666664,0.0002666666666666616,-11.333333333333297,-1.3333333333333073,8.0,13.826284306321925,0.16706094232266544,-3.990511281333063,6.092778943538617,0.0857914145835652,6000,0.0,0,0.0,6000,0,,,,,,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Results\Downlink\Method-Convergence per epoch\conv_sum_dir__dl_fixed_block_targets_sweep_20260704_210305_conv_upd_dir_loss_aug_obj_sum__s3\testing\data\result.json,C:\All Codes\Taiwan_Internship\UL_UPLINK_DOWNLINK_MONTE_CARLO\Decision Sweep Runs\sweep_20260704_210305\logs\dl_fixed_block_targets__sweep_20260704_210305__conv__upd-dir__loss-aug__obj-sum.log,"{""simulation.constraint_loss_form"": ""augmented_lagrangian"", ""simulation.convergence_block_objective_mode"": ""unweighted_sum_rate"", ""simulation.convergence_precoder_update_mode"": ""direct_precoder""}",augmented_lagrangian,unweighted_sum_rate,direct_precoder,
