link,seed,cfg_name,counterexample,online_completed,exhaustive_completed,online_latency_sum,exhaustive_latency_sum,latency_gap,latency_gap_percent,online_remaining_bits_total,exhaustive_remaining_bits_total,remaining_bits_gap,online_served_bits,exhaustive_served_bits,online_remaining_bits,exhaustive_remaining_bits,online_per_user_latency,exhaustive_per_user_latency,online_wall_time_seconds,exhaustive_wall_time_seconds,case_wall_time_seconds_total,run_started_at_local,run_completed_at_local
uplink,0,uplink_payload_completion_exhaustive_small.yaml,False,True,True,5,5,0,0.0,0,0,0,"[6, 7]","[6, 7]","[0, 0]","[0, 0]","[3, 2]","[3, 2]",5.368238200011547,25.567592799998238,30.943040999991354,2026-08-03T14:08:31+03:00,2026-08-03T14:09:01+03:00
